SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-45,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-45,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-45,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-45,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-45,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-45,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-45,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-45,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-45,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-45,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-45,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-45,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-45,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-45,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-45,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-46,50
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,44
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,44
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,44
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-46,50
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-46,50
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-46,50
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-47,49
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-47,49
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-47,49
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-47,49
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-48,48
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-48,48
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-48,48
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-48,48
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-49,47
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-49,47
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-49,47
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-49,47
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,44
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,44
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,44
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,44
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-52,44
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-52,44
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-50,46
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-50,46
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-50,46
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-50,46
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-51,45
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-51,45
eduroam,7c:57:3c:18:b5:f2,802.11a,100,5500,-51,45
SECURE-CAST,7c:57:3c:18:b5:f3,802.11a,100,5500,-51,45
TUC,7c:57:3c:18:b5:f0,802.11a,100,5500,-52,44
GUEST,7c:57:3c:18:b5:f1,802.11a,100,5500,-52,44
