SSID,BSSID,PHY,CHANNEL,FREQUENCY,RSSI(dBm),SNR(dB)
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-85,5
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-84,6
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-92,-2
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-88,2
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,-92,-2
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-90,0
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-85,5
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-88,2
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-88,2
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,-92,-2
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-88,2
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-85,5
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-87,3
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,0,90
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-92,-2
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-85,5
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-88,2
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-85,5
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,-92,-2
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-84,6
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-85,5
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-85,5
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,0,90
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-90,0
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,-91,-1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-90,0
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-92,-2
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,0,90
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,0,90
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,0,90
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,0,90
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-83,7
Clandestino,14:09:b4:d1:be:17,802.11b,13,2472,-63,27
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-88,2
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-87,3
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-90,0
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-87,3
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-83,7
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-88,2
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,-92,-2
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-92,-2
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-87,3
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-90,0
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-91,-1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-83,7
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-88,2
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-87,3
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,0,90
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-92,-2
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-83,7
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-88,2
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-87,3
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-86,4
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-90,0
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-90,0
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,-91,-1
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-87,3
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-83,7
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-90,0
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-85,5
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-90,0
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-84,6
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,-92,-2
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-92,-2
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-84,6
COSMOTE-443563,62:06:35:5a:26:e2,802.11b,13,2472,-89,1
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-83,7
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-90,0
VODAFONE 2.4G,d8:21:da:ab:23:e5,802.11b,13,2472,-91,-1
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-84,6
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-83,7
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-88,2
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-87,3
HOME,08:aa:89:79:0b:a8,802.11b,13,2472,-84,6
COSMOTE-771568,82:95:7f:aa:89:c3,802.11b,13,2472,-83,7
COSMOTE-443563_EXT,34:60:f9:f3:df:33,802.11b,13,2472,-89,1
Vodafone_2.4G-15945,c0:94:ad:95:f7:b3,802.11b,13,2472,-86,4
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,46
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,0,89
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,46
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,43
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-45,41
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-85,1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,42
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-84,2
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,0
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-1
VODAFONE_9700,74:06:35:3e:97:04,802.11b,7,2442,-85,0
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-45,40
manos,0c:73:29:cd:20:86,802.11b,7,2442,-90,-5
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
VODAFONE_9700,74:06:35:3e:97:04,802.11b,7,2442,-87,-2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-46,39
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,41
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,-4
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,41
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,-1
manos,0c:73:29:cd:20:86,802.11b,7,2442,-86,-1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,42
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
VODAFONE_9700,74:06:35:3e:97:04,802.11b,7,2442,-84,1
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,-1
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,0,85
manos,0c:73:29:cd:20:86,802.11b,7,2442,-86,-1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,41
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,41
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,41
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,42
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,42
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,42
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-88,-3
manos,0c:73:29:cd:20:86,802.11b,7,2442,-90,-5
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,42
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,41
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-88,-3
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,-4
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,41
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-88,-3
manos,0c:73:29:cd:20:86,802.11b,7,2442,-90,-5
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-2
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,-4
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-47,38
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,-1
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,-1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-47,38
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,-1
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-84,1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-49,36
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,-1
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,-1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,0,85
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-84,1
VODAFONE_9700,74:06:35:3e:97:04,802.11b,7,2442,-84,1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-48,37
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-85,0
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,-1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-46,40
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-2
VODAFONE_9700,74:06:35:3e:97:04,802.11b,7,2442,-84,2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-46,40
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,0
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-46,40
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,-1
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,-2
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,0
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,-3
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,0
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-46,40
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,0
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,46
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,46
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,0
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
manos,0c:73:29:cd:20:86,802.11b,7,2442,0,89
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,3
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,0
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,1
VODAFONE_9700,74:06:35:3e:97:04,802.11b,7,2442,-86,3
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-45,44
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-85,4
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,0
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-43,46
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-86,3
manos,0c:73:29:cd:20:86,802.11b,7,2442,-87,2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
manos,0c:73:29:cd:20:86,802.11b,7,2442,-87,2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-76,13
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
manos,0c:73:29:cd:20:86,802.11b,7,2442,-89,0
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-44,45
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-87,2
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-45,44
manos,0c:73:29:cd:20:86,802.11b,7,2442,-88,1
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-45,44
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-85,4
VODAFONE_9700,74:06:35:3e:97:04,802.11b,7,2442,-85,4
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-85,4
my-home:),f8:aa:3f:6d:02:b6,802.11b,7,2442,-46,43
SmartLife-FCE4,d8:d6:68:b4:fc:e5,802.11b,7,2442,-85,4
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-91,-1
Nova-DEDAV,e0:19:54:4d:a7:6f,802.11b,2,2417,-93,-3
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-92,-2
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-81,9
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-81,9
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-92,-2
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-81,9
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-81,9
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-92,-2
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-90,0
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-91,-1
Nova-DEDAV,e0:19:54:4d:a7:6f,802.11b,2,2417,-93,-3
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-93,-3
my-home:),f8:aa:3f:6d:02:b6,802.11b,2,2417,-84,6
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-91,-1
COSMOTE-757276,8a:21:da:4c:62:23,802.11b,2,2417,-91,-1
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-93,-3
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-93,-3
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-93,-3
my-home:),f8:aa:3f:6d:02:b6,802.11b,2,2417,-83,7
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-92,-2
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-81,9
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,0,90
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-85,5
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-81,9
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-92,-2
COSMOTE-833139,6a:9b:4a:d3:35:b2,802.11b,2,2417,-81,9
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-93,-3
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-85,5
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-82,8
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-92,-2
COSMOTE-541759,f8:aa:3f:92:dd:f6,802.11b,2,2417,-88,2
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-92,-2
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-93,-3
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-82,8
COSMOTE-541759,f8:aa:3f:92:dd:f6,802.11b,2,2417,-91,-1
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-92,-2
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-83,7
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-91,-1
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-94,-4
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-82,8
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,0,90
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-92,-2
COSMOTE-833139,6a:9b:4a:d3:35:b2,802.11b,2,2417,-80,10
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-82,8
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-92,-2
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-93,-3
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-92,-2
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-83,7
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-92,-2
COSMOTE-541759,f8:aa:3f:92:dd:f6,802.11b,2,2417,-91,-1
COSMOTE-833139,6a:9b:4a:d3:35:b2,802.11b,2,2417,-75,15
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-93,-3
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-82,8
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-93,-3
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-93,-3
OTE79E7C8,ac:64:62:79:e7:c8,802.11b,2,2417,-84,6
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-82,8
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-91,-1
COSMOTE-541759,f8:aa:3f:92:dd:f6,802.11b,2,2417,-90,0
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-93,-3
COSMOTE-833139,6a:9b:4a:d3:35:b2,802.11b,2,2417,-75,15
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-93,-3
Nova-DEDAV,e0:19:54:4d:a7:6f,802.11b,2,2417,-93,-3
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-92,-2
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,0,90
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-93,-3
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-92,-2
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-81,9
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-92,-2
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-92,-2
COSMOTE-833139,6a:9b:4a:d3:35:b2,802.11b,2,2417,-75,15
stefansport.gr,b0:a7:b9:53:e0:a2,802.11b,2,2417,-91,-1
VODAFONE_H268Q-7234,e0:b6:68:52:05:91,802.11b,2,2417,-84,6
COSMOTE-541759,f8:aa:3f:92:dd:f6,802.11b,2,2417,-89,1
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-92,-2
WIND_2.4G_BE0B81,88:ac:c0:be:0b:81,802.11b,2,2417,-80,10
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-90,0
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-92,-2
COSMOTE-833139,6a:9b:4a:d3:35:b2,802.11b,2,2417,-73,17
VODAFONE_WIFI_108-03999,44:13:d0:f1:ef:f7,802.11b,2,2417,-90,0
Mpougatsa me turi,f4:f2:6d:4a:11:04,802.11b,2,2417,-92,-2
COSMOTE-833139,6a:9b:4a:d3:35:b2,802.11b,2,2417,-75,15
